,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,name,sales,gaondigital_times,gaondigital_firsts,yawards_total,Total_Population_City,Total_Asian_Population_City,Asian_Percentage_City,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County,day_of_week,is_holiday,Total population_state,Asian alone population_state,Asian percentage_state
347,2016-02-21,1,EXO,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,My Music Taste,"Asian Pop, World","9,919",1418705.0,"12,031",82%,65.00,200.00,143.03,2,Newark_New Jersey_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,745638823.0,518000.0,748.0,EXO,"['k-pop', 'k-pop boy group']",9418466.0,70.0,EXO,13666727.0,684.0,8.0,74.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,6,False,9288994.0,950090.0,10.228125887475006
357,2022-05-24,1,Monsta X,,EagleBank Arena,Fairfax,Virginia,United States,Washington,US DOLLAR,Live Nation,"Asian Pop, World","5,747",586140.5,"5,801",99%,49.50,149.50,101.99,5,Fairfax_Virginia_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,24242.0,4230.0,17.449055358468772,Fairfax,1150309.0,235050.0,20.433640004555297,1,False,8631393.0,615436.0,7.130204823253907
360,2023-03-22,1,CIX,,The Marquee,Tempe,Arizona,United States,Phoenix,US DOLLAR,Lucky Man Concerts,Asian Pop,571,33118.0,"2,200",26%,58.00,58.00,58.0,3,Tempe_Arizona_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,234190992.0,1040000.0,654.0,CIX,['k-pop'],614765.0,48.0,CIX,677897.0,0.0,0.0,0.0,181005.0,16215.0,8.95831606861689,Maricopa,4420568.0,203696.0,4.607914639023764,2,False,7151502.0,257430.0,3.599663399380997
361,2022-11-10,1,ATEEZ,,Desert Diamond Arena,Glendale,Arizona,United States,Phoenix,US DOLLAR,AEG Presents,Asian Pop,"9,129",1278515.5,"9,309",98%,49.50,275.50,140.05,11,Glendale_Arizona_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,882551629.0,3810000.0,1369.0,ATEEZ,"['k-pop', 'k-pop boy group']",3823462.0,73.0,ATEEZ,7769481.0,6.0,0.0,8.0,248083.0,10609.0,4.276391369017627,Maricopa,4420568.0,203696.0,4.607914639023764,3,False,7151502.0,257430.0,3.599663399380997
367,2017-05-28,1,Mua He Ruc Ro,"Dan Truong, Thanh Thao, Duong Trieu Vu",Hollywood Casino Amphitheatre,Maryland Heights,Missouri,United States,St. Louis,US DOLLAR,(In-House Promotion),Asian Pop,116,3232.0,"19,424",1%,25.00,45.00,27.86,5,Maryland Heights_Missouri_United States,Mua He Ruc Ro,UC0jDoh3tVXCaqJ6oTve8ebA,FAPTV,"FAPTV được thành lập vào ngày 14/02/2014 bởi các thành viên: Đạo diễn Trần Đức Viễn, Rapper Thái Vũ (Black Bi), AT117 (Tài trợ về thiết bị) và người mẫu Ribi Sachi với niềm đam mê về nghệ thuật, mong muốn tạo ra điều khác biệt so với các nội dung video trên các mạng xã hội.

Năm 2014 cũng là thời điểm mạng xã hội Youtube phát triển mạnh tại Việt Nam, các tiểu phẩm trên kênh FAPTV của nhóm ban đầu rất may mắn được cộng đồng mạng đón nhận, và thật sự tạo ra dấu ấn riêng khi Producer Trần Long, Vinh Râu cùng Huỳnh Phương tham gia trong sitcom Cơm Nguội. Nhóm hy vọng kênh FAPTV là nơi mọi người có thể truy cập để giải trí sau những giờ làm việc để giải toả những căng thẳng, mệt mỏi bằng những tình huống hài về các cuộc sống đời thường được kể theo cách riêng, dí dỏm và hài hước của FAPTV.

",2014-02-26T15:44:42Z,5586942924.0,14000000.0,1114.0,Mua He Ruc Ro,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",916334.0,64.0,,,,,,28099.0,5271.0,18.758674685931883,St. Louis,1004125.0,48784.0,4.85835926801942,6,False,6154913.0,133377.0,2.1670005733631004
368,2023-09-28,1,"BABYMETAL, Metalocalypse: Dethklok",Jason Richardson,Steelhouse Omaha,Omaha,Nebraska,United States,Omaha,US DOLLAR,"Live Nation, Omaha Performing Arts Presents","Asian Pop, Pop / Rock","2,159",119045.0,"2,821",77%,55.00,75.00,55.14,9,Omaha_Nebraska_United States,"BABYMETAL, Metalocalypse: Dethklok",UCsuErkHQ1ix25ZoBwqGyjHQ,Metalocalypse: Dethklok - Topic,,2013-09-14T06:11:31Z,93386865.0,64300.0,139.0,"BABYMETAL, Metalocalypse: Dethklok",['comic metal'],18009.0,21.0,,,,,,489201.0,19879.0,4.0635648741519335,Douglas,584526.0,27827.0,4.760609451076599,3,False,1961504.0,52951.0,2.6995101717865477
369,2023-09-17,1,"BABYMETAL, Metalocalypse: Dethklok",Jason Richardson,Michigan Lottery Amphitheater,Sterling Heights,Michigan,United States,Detroit,US DOLLAR,Live Nation,"Asian Pop, Pop / Rock","4,544",220264.0,"7,000",65%,45.00,65.00,48.47,9,Sterling Heights_Michigan_United States,"BABYMETAL, Metalocalypse: Dethklok",UCsuErkHQ1ix25ZoBwqGyjHQ,Metalocalypse: Dethklok - Topic,,2013-09-14T06:11:31Z,93386865.0,64300.0,139.0,"BABYMETAL, Metalocalypse: Dethklok",['comic metal'],18009.0,21.0,,,,,,133744.0,11850.0,8.860210551501375,Macomb,881217.0,38421.0,4.359993055059083,6,False,10077331.0,334300.0,3.3173466268002905
370,2022-05-26,1,Monsta X,,Fox Theatre,Detroit,Michigan,United States,Detroit,US DOLLAR,"313 Presents, Live Nation","Asian Pop, World","4,495",437212.18,"5,000",90%,49.50,149.50,97.27,5,Detroit_Michigan_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,636787.0,10252.0,1.60995748971006,Wayne,1793561.0,64947.0,3.621120218381198,3,False,10077331.0,334300.0,3.3173466268002905
371,2023-09-08,1,"BABYMETAL, Metalocalypse: Dethklok",Jason Richardson,UPMC Events Center,Coraopolis,Pennsylvania,United States,Pittsburgh,US DOLLAR,Live Nation,"Asian Pop, Pop / Rock","3,646",192867.5,"3,646",100%,49.50,69.50,52.9,9,Coraopolis_Pennsylvania_United States,"BABYMETAL, Metalocalypse: Dethklok",UCsuErkHQ1ix25ZoBwqGyjHQ,Metalocalypse: Dethklok - Topic,,2013-09-14T06:11:31Z,93386865.0,64300.0,139.0,"BABYMETAL, Metalocalypse: Dethklok",['comic metal'],18009.0,21.0,,,,,,5510.0,16.0,0.2903811252268602,Allegheny,1250578.0,58541.0,4.681115452214896,4,False,13002700.0,510501.0,3.926115345274443
372,2023-03-12,1,CIX,,Santander Performing Arts Center,Reading,Pennsylvania,United States,Philadelphia,US DOLLAR,SLP Concerts,Asian Pop,606,64107.0,"1,166",52%,64.50,149.50,105.79,3,Reading_Pennsylvania_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,234190992.0,1040000.0,654.0,CIX,['k-pop'],614765.0,48.0,CIX,677897.0,0.0,0.0,0.0,94601.0,1199.0,1.26742846270124,Berks,428849.0,6413.0,1.4953981471333733,6,False,13002700.0,510501.0,3.926115345274443
373,2023-02-03,1,P1harmony,,Santander Arena,Reading,Pennsylvania,United States,Philadelphia,US DOLLAR,SLP Concerts,Asian Pop,"2,709",284202.19,"4,713",57%,59.50,135.50,104.91,2,Reading_Pennsylvania_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,94601.0,1199.0,1.26742846270124,Berks,428849.0,6413.0,1.4953981471333733,4,False,13002700.0,510501.0,3.926115345274443
379,2023-08-02,1,Rain,,McMenamins Grand Lodge,Forest Grove,Oregon,United States,Portland,US DOLLAR,Monqui Presents,Asian Pop,915,56819.0,"2,760",33%,42.50,105.00,62.1,8,Forest Grove_Oregon_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,26160.0,608.0,2.324159021406728,Washington,600372.0,69106.0,11.51053013798112,2,False,4237256.0,194538.0,4.5911316191422
381,2023-07-30,1,Rain,,KettleHouse Amphitheater,Bonner,Montana,United States,Missoula,US DOLLAR,"(In-House Promotion), Logjam Presents",Asian Pop,"2,014",98615.0,"3,108",65%,35.00,100.00,48.96,7,Bonner_Montana_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,74627.0,1214.0,1.626757,Missoula,117922.0,1456.0,1.2347144722782857,6,False,1084225.0,8300.0,0.7655237612119256
382,2023-06-16,1,Twice,,Tacoma Dome,Tacoma,Washington,United States,Seattle-Tacoma,US DOLLAR,Live Nation,Asian Pop,"18,023",3190548.0,"18,023",100%,75.50,225.50,177.03,6,Tacoma_Washington_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,219234.0,19032.0,8.681135225375627,Pierce,921130.0,63460.0,6.88936415055421,4,False,7705281.0,730596.0,9.481756732817402
383,2023-05-02,1,Nmixx,,Moore Theatre,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,Live Nation,Asian Pop,"1,634",149874.0,"1,720",95%,56.00,296.00,91.72,5,Seattle_Washington_United States,Nmixx,UCnUAyD4t2LkvW68YrDh7fDg,NMIXX,"NMIXX Official YouTube
",2021-07-12T03:58:53.536982Z,911419951.0,2540000.0,811.0,Nmixx,"['k-pop', 'k-pop girl group']",2677124.0,70.0,,,,,,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,1,False,7705281.0,730596.0,9.481756732817402
385,2023-04-16,1,Baek Z Young,,Moore Theatre,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,"Chong & Co., Seattle Theatre Group",Asian Pop,786,135530.0,"1,560",50%,90.00,250.00,172.43,4,Seattle_Washington_United States,Baek Z Young,UCIn1p2ZbhOo8fyZp1S60uGg,백지영 Baek Z Young,"'백지영' 채널에 오신 것을 환영합니다!!🙌 

쎈 언니일 것 같지만 이 언니 증말 아무것도 모르더라구영🤷‍♀️
이 기회에 열심히 유튜버로 만들어보겠습니다❤

다들 구독, 좋아요, 알림설정!! 꾹꾹 눌어주세요!!🙏

비즈니스 문의 : realbaekzyoung@gmail.com
",2020-11-02T02:16:42.962628Z,129541767.0,248000.0,63.0,Baek Z Young,[],1101.0,26.0,,,,,,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,6,False,7705281.0,730596.0,9.481756732817402
386,2023-02-11,1,JJ Lin,,Climate Pledge Arena,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,International Entertainment Marketing,Asian Pop,"11,536",3019116.25,"11,742",98%,153.50,403.50,261.71,2,Seattle_Washington_United States,JJ Lin,UCd91HSXKhsIv8PIjNrDByHQ,JJ Lin林俊傑,"JJ林俊傑 官方 YouTube 頻道，立即訂閱就可隨時零時差追蹤最新的 JJ 影音資訊!

The Official JJ Lin YouTube Channel",2006-02-11T12:21:49Z,1294952540.0,1500000.0,409.0,JJ Lin,"['mandopop', 'singaporean mandopop', 'singaporean pop']",2964924.0,66.0,,,,,,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,5,False,7705281.0,730596.0,9.481756732817402
388,2022-08-12,1,SEVENTEEN,,Climate Pledge Arena,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,"HYBE, Live Nation",Asian Pop,"8,806",1242499.0,"10,298",86%,54.50,174.50,141.1,8,Seattle_Washington_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5396738590.0,11000000.0,1959.0,SEVENTEEN,"['k-pop', 'k-pop boy group']",11191473.0,79.0,Seventeen,33378003.0,290.0,1.0,48.0,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,4,False,7705281.0,730596.0,9.481756732817402
389,2022-07-14,2,Stray Kids,,Climate Pledge Arena,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,Live Nation,"Asian Pop, World","11,761",1505218.25,"11,761",100%,44.50,174.50,127.98,7,Seattle_Washington_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,3,False,7705281.0,730596.0,9.481756732817402
392,2019-01-15,1,Winner,,Paramount Theatre,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,"Live Nation, Seattle Theatre Group",Asian Pop,"1,909",227219.5,"2,757",69%,85.50,155.50,119.03,1,Seattle_Washington_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1541136371.0,4060000.0,639.0,Winner,"['k-pop', 'k-pop boy group']",2449976.0,53.0,Winner,1032476.0,321.0,2.0,5.0,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,1,False,7705281.0,730596.0,9.481756732817402
393,2018-06-15,1,Up10tion,,Moore Theatre,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,Studio Pav M&C,Asian Pop,279,41444.0,"1,674",17%,69.00,239.00,148.54,6,Seattle_Washington_United States,Up10tion,UCPJ4MfslU2tjw1a8X-0VuVw,UP10TION,"UP10TION YOUTUBE 
facebook.co.kr/up10tion
twitter.com/up10tion",2015-07-18T14:36:22Z,43977360.0,300000.0,872.0,Up10tion,"['k-pop', 'k-pop boy group']",497059.0,29.0,UP10TION,741796.0,0.0,0.0,0.0,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,4,False,7705281.0,730596.0,9.481756732817402
395,2017-04-04,1,"""Asia On Tour""","Miyavi, Slot Machine, Kiha & The Faces",The Neptune,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,"Live Nation, Seattle Theatre Group",Asian Pop,406,9541.0,"1,000",41%,23.50,0.00,23.5,4,Seattle_Washington_United States,"""Asia On Tour""",UCOHysZKk-0ex603Y3i80Rrw,In asia on tour Chanel,,2017-01-02T11:25:20Z,549.0,5.0,5.0,"""Asia On Tour""","['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock']",600460.0,54.0,,,,,,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,1,False,7705281.0,730596.0,9.481756732817402
396,2016-10-31,1,CL,,Showbox SoDo,Seattle,Washington,United States,Seattle-Tacoma,US DOLLAR,AEG Presents,Asian Pop,"1,350",142230.0,"1,850",73%,75.00,300.00,105.36,10,Seattle_Washington_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,311334230.0,2080000.0,72.0,CL,['k-pop'],1180007.0,56.0,CL,12959.0,12.0,0.0,1.0,734603.0,123703.0,16.83943572242422,King,2269675.0,452475.0,19.93567360965777,0,False,7705281.0,730596.0,9.481756732817402
399,2016-05-08,3,"""Carolina Rebellion""","Disturbed, Rob Zombie, Deftones, Alice Cooper, Bring Me The Horizon, Cypress Hill, Yelawolf, Asking Alexandria, The Struts, BABYMETAL, August Burns Red, Turbowolf, Enter Shikari, Thousand Foot Krutch, Hands Like Houses, Code Orange",Charlotte Motor Speedway,Concord,North Carolina,United States,Charlotte,US DOLLAR,"AEG Presents, Danny Wimmer Presents",Multi-Genre,"30,030",1687776.67,"32,000",94%,79.50,209.00,56.2,5,Concord_North Carolina_United States,"""Carolina Rebellion""",UC7q5LJ8AObDes_ZEt0Wl1cg,CarolinasPureRock,"Rockin the coast of Eastern North Carolina for over 30 years! 

The new? We've got it first!
The rock you know & love, it's here too!

Check out our videos from station events and behind the scenes.",2010-12-17T16:49:06Z,587419.0,670.0,243.0,"""Carolina Rebellion""","['modern alternative rock', 'oth indie']",70268.0,43.0,,,,,,105335.0,6291.0,5.972373854844069,Cabarrus,225804.0,11984.0,5.307257621654178,6,False,10439388.0,343051.0,3.286121753497427
400,2023-02-12,1,P1harmony,,Grand Ole Opry House,Nashville,Tennessee,United States,Nashville,US DOLLAR,NS2,Asian Pop,"3,434",361856.4,"4,292",80%,60.00,60.00,105.37,2,Nashville_Tennessee_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,684103.0,24823.0,3.628547163219574,Davidson,715884.0,27869.0,3.892949137011025,6,False,6910840.0,135615.0,1.962351899334958
403,2022-03-30,1,Rain,,Symphony Hall / Auditorium,Duluth,Minnesota,United States,Duluth-Superior,US DOLLAR,(In-House Promotion),Asian Pop,949,43715.0,"2,271",42%,26.50,53.00,46.06,3,Duluth_Minnesota_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,86772.0,1431.0,1.6491494952288757,St. Louis,200231.0,1915.0,0.9563953633553246,2,False,5706494.0,299190.0,5.242974057275799
404,2020-01-19,1,ITZY,,State Theatre,Minneapolis,Minnesota,United States,Minneapolis-St. Paul,US DOLLAR,Subkulture Entertainment,Asian Pop,"1,385",163265.0,"1,840",75%,59.00,209.00,117.88,1,Minneapolis_Minnesota_United States,ITZY,UCDhM2k2Cua-JdobAh5moMFg,ITZY,"ITZY ""BORN TO BE""
https://ITZY.lnk.to/BORNTOBE

📌Release
2024.01.08 MON 6PM (KST) | 4AM (EST)

#ITZY #MIDZY 
#ITZYComeback
#ITZY_BORNTOBE
#ITZY_UNTOUCHABLE
",2019-01-14T08:52:03Z,2784964533.0,9110000.0,1528.0,ITZY,"['k-pop', 'k-pop girl group']",7092547.0,73.0,ITZY,5446850.0,179.0,0.0,6.0,426877.0,22201.0,5.200795545321017,Hennepin,1281565.0,97864.0,7.636288444206888,6,False,5706494.0,299190.0,5.242974057275799
408,2018-11-24,1,B.A.P.,,Pantages Theatre,Minneapolis,Minnesota,United States,Minneapolis-St. Paul,US DOLLAR,JSJ Entertainment,"Asian Pop, Pop / Rock",532,60330.0,992,54%,60.00,200.00,113.4,11,Minneapolis_Minnesota_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,426877.0,22201.0,5.200795545321017,Hennepin,1281565.0,97864.0,7.636288444206888,5,False,5706494.0,299190.0,5.242974057275799
409,2018-11-11,1,Day6,,State Theatre,Minneapolis,Minnesota,United States,Minneapolis-St. Paul,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","2,060",289980.0,"2,091",99%,65.00,205.00,140.77,11,Minneapolis_Minnesota_United States,Day6,UCp-pqXsizklX3ZHvLxXyhxw,DAY6,DAY6 Official YouTube,2016-03-23T02:09:52Z,783365000.0,1970000.0,616.0,Day6,"['k-pop', 'k-pop boy group']",3203202.0,67.0,Day6,574924.0,51.0,0.0,1.0,426877.0,22201.0,5.200795545321017,Hennepin,1281565.0,97864.0,7.636288444206888,6,True,5706494.0,299190.0,5.242974057275799
411,2017-06-25,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Ford Idaho Center Amphitheater,Nampa,Idaho,United States,Boise,US DOLLAR,Live Nation,Pop / Rock,"4,832",173510.0,"10,000",48%,25.00,45.00,35.91,6,Nampa_Idaho_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,102598.0,690.0,0.672527729585372,Canyon,231105.0,2119.0,0.9168992449319574,6,False,1839106.0,26836.0,1.4591872355372664
412,2017-06-18,1,Korn,"Stone Sour, BABYMETAL, Yelawolf, Islander",Isleta Amphitheater,Albuquerque,New Mexico,United States,Albuquerque,US DOLLAR,Live Nation,Pop / Rock,"9,280",261404.0,"15,195",61%,20.00,35.00,28.17,6,Albuquerque_New Mexico_United States,Korn,UC6ly_u2ufiHGpYzC_28-8zw,KoRn,"The official Korn YouTube channel.
North American Fall Tour On Sale Now
",2006-08-29T23:37:19Z,2622718822.0,2940000.0,263.0,Korn,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",7327151.0,77.0,,,,,,562551.0,17457.0,3.1031853111984518,Bernalillo,676444.0,20253.0,2.994039417897121,6,False,2117522.0,37469.0,1.7694739417111132
421,2014-04-19,1,B.A.P.,,Star Plaza Theatre,Merrillville,Indiana,United States,Chicago,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock","2,888",224795.0,"2,956",98%,45.00,135.00,77.84,4,Merrillville_Indiana_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,36214.0,335.0,0.92505660794168,Lake,498700.0,7553.0,1.5145377982755164,5,False,6785528.0,167959.0,2.4752532153724807
